Pressure, Turbidity, PH, Temperature, Salinity
2.5032,1.5935,0.0226,0.4097,0.9290,1110323,-5.6787
2.5323,1.6452,0.0194,0.4935,1.1774,1112111,-4.5716
2.5032,1.5935,0.0226,0.5290,1.2387,1113321,-5.6787
2.5258,1.5871,0.0226,0.5548,1.2516,1121132,-4.0181
2.5290,1.6387,0.0194,0.5710,1.2645,1123001,-6.2323
2.5194,1.7161,0.0226,0.5806,1.2613,1130212,-5.6787
2.5258,1.6839,0.0226,0.5935,1.2645,1132021,-4.0181
2.5065,1.6871,0.0226,0.6129,1.2742,1133232,-5.6787
2.5161,1.6935,0.0226,0.6323,1.2742,1201101,-5.6787
2.5129,1.6806,0.0226,0.6484,1.2742,1202312,-6.2323
2.5226,1.6774,0.0226,0.6710,1.2742,1210121,-7.3394
2.5065,1.6774,0.0226,0.6871,1.2935,1211332,-6.2323
2.5290,1.6710,0.0226,0.7000,1.2935,1213201,-6.2323
2.5323,1.6742,0.0194,0.7097,1.2903,1221012,-6.7858
2.5194,1.6645,0.0226,0.7226,1.2935,1222221,-6.2323
2.5194,1.6613,0.0226,0.7323,1.2968,1230032,-2.9110
2.5161,1.6613,0.0226,0.7419,1.2935,1231301,-4.5716
2.5161,1.6645,0.0226,0.7484,1.2968,1233112,-5.6787
2.5323,1.6774,0.0194,0.7548,1.2968,1300321,-4.5716
2.5258,1.6871,0.0226,0.7613,1.2935,1302132,-7.3394
2.5161,1.6903,0.0226,0.7710,1.3000,1310001,-4.0181
2.5290,1.6903,0.0226,0.7774,1.3065,1311212,-6.7858
2.5194,1.6935,0.0226,0.7839,1.3065,1313022,-5.6787
2.5323,1.6935,0.0194,0.7871,1.3000,1320232,-5.6787
2.5194,1.6839,0.0226,0.7935,1.3000,1322101,-4.0181
2.5258,1.6839,0.0194,0.8000,1.3000,1323312,-2.9110
2.5129,1.6742,0.0226,0.8065,1.3032,1331121,-5.6787
2.5129,1.6516,0.0194,0.8065,1.3065,1332332,-2.9110
2.5355,1.6774,0.0226,0.8097,1.3065,2000201,-5.6787
2.5129,1.7581,0.0226,0.8129,1.3032,2002012,-5.1252
2.5258,1.7387,0.0226,0.8161,1.3065,2003221,-6.2323
2.5258,1.7581,0.0226,0.8161,1.3065,2011032,-2.9110
2.5065,1.7581,0.0226,0.8194,1.3000,2012313,-6.2323
2.5097,1.7710,0.0194,0.8226,1.3065,2020112,-6.7858
2.5194,1.8032,0.0226,0.8258,1.3065,2021321,-4.5716
2.5323,1.8839,0.0226,0.8290,1.3032,2023132,-6.2323
2.5355,1.9387,0.0226,0.8290,1.3032,2031001,-4.5716
2.5226,1.9710,0.0226,0.8290,1.3032,2032212,-6.2323
