Pressure, Turbidity, PH, Temperature, Salinity
2.5258,2.6871,0.0226,0.8000,1.0226,1031003,195.4284
2.5258,2.7000,0.0226,0.8516,1.0516,1032201,196.5355
2.5032,2.7677,0.0226,0.8968,1.0581,1100011,194.8748
2.5290,2.7903,0.0226,0.9097,1.0548,1101221,193.7677
2.5258,2.7516,0.0226,0.9258,1.0613,1103031,194.8748
2.5323,2.7387,0.0226,0.9387,1.0645,1110301,193.2142
2.5387,2.7419,0.0226,0.9484,1.0613,1112111,194.8748
2.5323,2.7452,0.0226,0.9516,1.0645,1113321,194.8748
2.5290,2.7581,0.0226,0.9613,1.0645,1121131,197.0890
2.5065,2.7742,0.0226,0.9613,1.0645,1123001,193.7677
2.5161,2.7903,0.0226,0.9613,1.0677,1130211,196.5355
2.5129,2.7774,0.0226,0.9677,1.0613,1132021,195.4284
2.5226,2.7839,0.0226,0.9677,1.0613,1133231,192.6606
2.5323,2.7806,0.0226,0.9677,1.0645,1201101,194.3213
2.5323,2.7645,0.0226,0.9677,1.0645,1202312,193.7677
2.5226,2.7419,0.0226,0.9710,1.0677,1210121,195.4284
2.5194,2.7452,0.0226,0.9710,1.0645,1211331,193.7677
2.5226,2.7484,0.0226,0.9645,1.0645,1213201,192.1071
2.5258,2.7613,0.0226,0.9742,1.0710,1221011,197.6425
2.5323,2.7613,0.0226,0.9742,1.0645,1222221,194.8748
2.5129,2.7677,0.0226,0.9774,1.0677,1230031,197.0890
2.5161,2.7710,0.0226,0.9806,1.0677,1231301,195.4284
2.5129,2.7774,0.0226,0.9806,1.0677,1233111,194.3213
2.5129,2.7903,0.0226,0.9806,1.0645,1300321,193.2142
2.5194,2.8000,0.0226,0.9839,1.0645,1302131,196.5355
2.5194,2.7935,0.0226,0.9839,1.0645,1310001,194.8748
2.5290,2.8258,0.0226,0.9839,1.0742,1311211,193.7677
2.5226,2.7806,0.0226,0.9839,1.0645,1313021,194.3213
2.5194,2.7806,0.0226,0.9871,1.0677,1320231,194.3213
2.5161,2.7516,0.0226,0.9903,1.0677,1322101,196.5355
2.5226,2.7419,0.0226,0.9903,1.0677,1323311,195.9819
2.5226,2.7548,0.0226,0.9871,1.0710,1331121,194.3213
2.5290,2.7387,0.0226,0.9774,1.0387,1333021,194.3213
2.5258,2.7581,0.0226,0.9903,1.0677,2000201,193.2142
2.5226,2.7742,0.0226,0.9903,1.0742,2002011,194.8748
2.5290,2.7903,0.0226,0.9871,1.0677,2003221,193.7677
2.5194,2.7935,0.0226,0.9839,1.0645,2011031,194.3213
2.5065,2.8516,0.0226,0.9871,1.0645,2012301,197.0890
2.5290,2.9194,0.0226,0.9839,1.0677,2020111,193.7677
2.5484,2.8613,0.0226,0.9806,1.0645,2021321,196.5355
2.5323,2.8645,0.0226,0.9806,1.0677,2023131,198.1961
2.5258,2.8387,0.0226,0.9742,1.0581,2031001,193.7677
2.5194,2.8065,0.0226,0.9774,1.0645,2032211,196.5355
2.5258,2.7710,0.0226,0.9742,1.0613,2100021,196.5355
2.5258,2.7516,0.0226,0.9710,1.0613,2101231,195.9819
2.5323,2.7387,0.0226,0.9645,1.0645,2103101,194.8748
2.5323,2.7387,0.0226,0.9645,1.0645,2110311,196.5355
2.5194,2.7452,0.0226,0.9645,1.0613,2112122,193.7677
2.5355,2.7516,0.0226,0.9645,1.0677,2113331,193.7677
2.5355,2.7613,0.0226,0.9613,1.0645,2121201,197.0890
2.5323,2.7645,0.0226,0.9581,1.0581,2123011,192.6606
2.5161,2.7581,0.0226,0.9613,1.0548,2130221,195.4284
2.5323,2.7613,0.0226,0.9613,1.0645,2132031,194.8748
2.5258,2.7677,0.0226,0.9613,1.0613,2133301,198.1961
2.5194,2.7226,0.0226,0.9548,1.0548,2201111,193.2142
2.5323,2.7387,0.0226,0.9645,1.0581,2202321,193.7677
2.5129,2.6839,0.0226,0.9710,1.0645,2210131,195.9819
2.5323,2.7065,0.0226,0.9710,1.0613,2212002,197.0890
2.5290,2.7355,0.0226,0.9710,1.0645,2213211,195.4284
2.5129,2.7548,0.0226,0.9677,1.0581,2221021,194.8748
2.5290,2.8000,0.0226,0.9742,1.0645,2222231,198.7496
2.5355,2.8000,0.0226,0.9645,1.0387,2230121,193.7677
2.5290,2.8129,0.0226,0.9774,1.0774,2231311,195.4284
2.5323,2.8129,0.0226,0.9742,1.0613,2233121,195.4284
2.5194,2.8484,0.0226,0.9710,1.0484,2301010,192.6606
2.5323,3.2161,0.0226,0.9710,1.0581,2302203,193.2142
2.5290,2.8710,0.0226,0.9742,1.0581,2310013,195.9819
