Pressure, Turbidity, PH, Temperature, Salinity
3.18,1.88,1.52,0.66,1.52,6798
3.18,1.88,1.52,0.66,1.51,6814
3.17,1.88,1.52,0.66,1.52,6847
3.17,1.88,1.51,0.66,1.52,6859
3.17,1.88,1.51,0.66,1.51,6872
3.16,1.88,1.51,0.66,1.52,6885
3.17,1.88,1.52,0.66,1.52,6896
3.17,1.88,1.52,0.66,1.51,6910
3.18,1.88,1.52,0.66,1.52,6923
3.17,1.88,1.51,0.66,1.53,6954
3.17,1.88,1.52,0.66,1.52,6968
3.18,1.88,1.52,0.66,1.51,6981
3.18,1.88,1.52,0.66,1.52,6995
3.17,1.88,1.52,0.66,1.52,7006
3.17,1.88,1.52,0.66,1.51,7019
3.17,1.88,1.53,0.66,1.46,7048
3.17,1.88,1.52,0.66,1.50,7081
3.16,1.88,1.51,0.66,1.51,7093
3.19,1.88,1.52,0.66,1.51,7109
3.18,1.88,1.52,0.66,1.51,7122
3.17,1.88,1.51,0.66,1.52,7135
3.17,1.88,1.52,0.66,1.52,7147
3.16,1.88,1.52,0.66,1.54,7177
3.17,1.88,1.52,0.66,1.52,7190
3.17,1.88,1.51,0.66,1.52,7203
3.17,1.88,1.52,0.66,1.52,7215
3.16,1.88,1.51,0.66,1.51,7228
3.18,1.88,1.52,0.66,1.53,7241
3.18,1.88,1.52,0.66,1.52,7253
3.17,1.88,1.52,0.66,1.52,7287
3.16,1.88,1.52,0.66,1.11,7445
3.17,1.88,1.52,0.66,1.41,7465
3.17,1.88,1.53,0.66,1.49,7471
3.17,1.88,1.52,0.66,1.54,7476
3.16,1.88,1.53,0.66,1.55,7483
3.18,1.88,1.52,0.66,1.56,7488
3.18,1.88,1.51,0.66,1.56,7494
3.17,1.88,1.52,0.66,1.56,7499
3.18,1.88,1.52,0.65,1.56,7505
3.18,1.88,1.53,0.66,1.56,7510
3.18,1.88,1.52,0.66,1.56,7515
3.17,1.88,1.51,0.66,1.56,7521
3.18,1.88,1.51,0.66,1.55,7542
3.17,1.88,1.52,0.66,1.56,7547
3.17,1.88,1.53,0.66,1.56,7553
3.18,1.88,1.53,0.66,1.56,7558
3.17,1.88,1.53,0.66,1.56,7563
3.17,1.88,1.52,0.66,1.55,7572
3.17,1.88,1.53,0.67,1.56,7577
3.16,1.88,1.52,0.66,1.56,7582
3.16,1.88,1.51,0.66,1.56,7588
3.18,1.88,1.53,0.66,1.56,7595
3.16,1.88,1.52,0.66,1.56,7600
3.17,1.88,1.51,0.66,1.56,7605
3.17,1.88,1.51,0.66,1.56,7611
3.17,1.88,1.52,0.66,1.56,7616
3.18,1.88,1.53,0.66,1.56,7622
3.19,1.88,1.52,0.66,1.56,7642
3.17,1.88,1.51,0.66,1.56,7648
3.17,1.88,1.51,0.66,1.56,7653
3.17,1.88,1.51,0.66,1.56,7658
3.17,1.88,1.52,0.66,1.56,7664
3.17,1.88,1.53,0.66,1.55,7671
3.17,1.88,1.53,0.66,1.56,7676
3.17,1.88,1.53,0.66,1.56,7682
3.19,1.88,1.52,0.66,1.56,7687
3.17,1.88,1.52,0.66,1.56,7693
3.15,1.88,1.53,0.66,1.56,7699
3.18,1.88,1.52,0.66,1.56,7705
3.18,1.88,1.52,0.66,1.56,7710
3.17,1.88,1.52,0.66,1.56,7715
3.17,1.88,1.52,0.66,1.56,7721
3.17,1.88,1.51,0.66,1.56,7726
3.18,1.88,1.52,0.66,1.56,7747
3.16,1.88,1.51,0.66,1.56,7753
3.16,1.88,1.51,0.66,1.56,7758
3.17,1.88,1.51,0.66,1.56,7763
3.17,1.88,1.51,0.66,1.56,7769
3.18,1.88,1.52,0.66,1.56,7774
3.17,1.88,1.52,0.66,1.56,7780
3.16,1.88,1.52,0.66,1.56,7785
3.17,1.88,1.53,0.66,1.56,7790
3.17,1.88,1.53,0.66,1.56,7796
3.17,1.88,1.52,0.66,1.56,7801
3.17,1.88,1.52,0.66,1.56,7808
3.16,1.88,1.52,0.66,1.56,7813
3.17,1.88,1.53,0.66,1.56,7819
3.16,1.88,1.52,0.66,1.56,7838
3.18,1.88,1.52,0.66,1.51,7843
3.17,1.88,1.52,0.66,1.55,7864
3.16,1.88,1.53,0.66,1.56,7869
3.18,1.88,1.53,0.66,1.56,7874
3.16,1.88,1.52,0.66,1.56,7880
3.17,1.88,1.52,0.66,1.56,7885
3.17,1.88,1.52,0.66,1.56,7891
3.16,1.88,1.52,0.66,1.56,7896
3.16,1.88,1.51,0.66,1.56,7901
3.18,1.88,1.51,0.66,1.56,7907
3.17,1.88,1.52,0.66,1.56,7912
3.18,1.88,1.52,0.66,1.56,7918
3.16,1.88,1.52,0.66,1.55,7924
3.18,1.88,1.52,0.66,1.56,7930
3.17,1.88,1.52,0.66,1.56,7935
3.16,1.89,1.52,0.66,1.56,7940
3.17,1.88,1.52,0.66,1.56,7946
3.17,1.88,1.52,0.66,1.55,7967
3.17,1.88,1.52,0.66,1.56,7972
3.19,1.88,1.52,0.66,1.56,7978
3.16,1.88,1.52,0.67,1.56,7983
3.17,1.88,1.52,0.66,1.56,7988
3.16,1.88,1.52,0.66,1.56,7994
3.17,1.88,1.52,0.66,1.56,7999
3.17,1.88,1.52,0.66,1.57,8004
3.17,1.88,1.52,0.66,1.56,8010
3.18,1.88,1.52,0.66,1.56,8015
3.18,1.88,1.52,0.66,1.57,8021
3.17,1.88,1.51,0.66,1.58,8026
3.19,1.88,1.53,0.66,1.58,8033
3.19,1.88,1.52,0.66,1.57,8039
3.18,1.88,1.52,0.66,1.58,8044
3.18,1.88,1.53,0.66,1.58,8050
3.18,1.88,1.52,0.66,1.58,8070
3.16,1.88,1.52,0.66,1.58,8075
3.17,1.88,1.52,0.66,1.58,8081
3.18,1.88,1.52,0.66,1.58,8086
3.17,1.88,1.52,0.66,1.58,8092
3.17,1.88,1.52,0.66,1.58,8097
3.18,1.88,1.52,0.66,1.58,8102
3.18,1.88,1.51,0.66,1.54,8118
3.19,1.88,1.52,0.66,1.55,8124
3.17,1.88,1.52,0.66,1.56,8129
3.18,1.88,1.52,0.66,1.56,8134
3.16,1.88,1.52,0.66,1.56,8140
3.17,1.88,1.52,0.66,1.56,8146
3.17,1.88,1.51,0.66,1.56,8152
3.18,1.88,1.52,0.66,1.55,8173
3.17,1.88,1.52,0.66,1.56,8178
3.18,1.88,1.53,0.66,1.56,8184
3.17,1.88,1.51,0.66,1.56,8189
3.18,1.88,1.52,0.66,1.56,8194
3.18,1.88,1.52,0.66,1.56,8201
3.17,1.88,1.53,0.66,1.56,8206
3.18,1.88,1.51,0.66,1.56,8212
3.18,1.88,1.51,0.66,1.56,8217
3.17,1.88,1.52,0.67,1.56,8223
3.15,1.88,1.52,0.66,1.56,8228
3.16,1.88,1.52,0.66,1.57,8233
3.17,1.88,1.53,0.67,1.58,8239
3.17,1.88,1.53,0.66,1.58,8244
3.18,1.88,1.52,0.66,1.58,8250
3.18,1.88,1.53,0.66,1.58,8256
3.18,1.88,1.52,0.66,1.53,8287
3.17,1.88,1.53,0.66,1.55,8293
3.18,1.88,1.53,0.66,1.56,8298
3.18,1.88,1.52,0.66,1.56,8304
3.17,1.88,1.52,0.66,1.56,8309
3.17,1.88,1.52,0.66,1.56,8314
3.17,1.88,1.51,0.66,1.56,8320
3.17,1.88,1.51,0.66,1.56,8325
3.17,1.88,1.52,0.66,1.56,8330
3.16,1.88,1.51,0.66,1.57,8336
3.17,1.88,1.52,0.66,1.57,8341
3.19,1.88,1.52,0.66,1.57,8346
3.16,1.88,1.53,0.66,1.58,8352
3.18,1.88,1.53,0.66,1.58,8357
3.16,1.88,1.52,0.66,1.56,8378
3.17,1.88,1.53,0.66,1.56,8385
3.16,1.88,1.52,0.66,1.56,8390
3.17,1.88,1.51,0.66,1.52,8406
3.17,1.88,1.52,0.66,1.55,8411
3.17,1.88,1.52,0.66,1.56,8417
3.19,1.88,1.51,0.66,1.56,8422
3.17,1.88,1.52,0.66,1.56,8427
3.16,1.88,1.53,0.67,1.56,8433
3.17,1.88,1.52,0.66,1.56,8438
3.17,1.88,1.52,0.66,1.56,8443
3.16,1.88,1.51,0.66,1.56,8449
3.18,1.88,1.52,0.66,1.56,8454
3.17,1.88,1.53,0.66,1.56,8460
3.16,1.88,1.52,0.66,1.56,8480
3.18,1.88,1.51,0.66,1.56,8485
3.17,1.88,1.52,0.66,1.56,8491
3.17,1.88,1.52,0.66,1.56,8496
3.17,1.88,1.52,0.66,1.56,8503
3.17,1.88,1.52,0.66,1.56,8508
3.17,1.88,1.51,0.66,1.56,8513
3.18,1.88,1.52,0.66,1.57,8519
3.17,1.88,1.53,0.66,1.58,8524
3.17,1.88,1.52,0.66,1.58,8529
3.17,1.88,1.52,0.66,1.59,8534
3.18,1.88,1.53,0.66,1.58,8540
3.17,1.88,1.52,0.67,1.58,8545
3.17,1.88,1.52,0.66,1.58,8550
3.16,1.88,1.53,0.66,1.58,8556
3.18,1.88,1.52,0.67,1.58,8561
3.17,1.88,1.52,0.66,1.58,8582
3.17,1.88,1.51,0.66,1.58,8587
3.18,1.88,1.52,0.66,1.58,8592
3.17,1.88,1.53,0.66,1.58,8606
3.18,1.88,1.53,0.67,1.53,8616
3.17,1.88,1.52,0.66,1.54,8622
3.18,1.88,1.51,0.66,1.56,8628
3.17,1.88,1.51,0.65,1.56,8633
3.17,1.88,1.51,0.66,1.56,8639
3.17,1.88,1.51,0.66,1.56,8645
3.18,1.88,1.51,0.66,1.56,8650
3.17,1.88,1.51,0.66,1.56,8656
3.19,1.88,1.51,0.66,1.56,8661
3.17,1.88,1.51,0.66,1.56,8682
3.17,1.88,1.52,0.66,1.56,8688
3.18,1.88,1.52,0.66,1.56,8694
3.18,1.88,1.52,0.66,1.56,8699
3.16,1.88,1.52,0.66,1.56,8705
3.18,1.88,1.52,0.66,1.56,8711
3.18,1.89,1.52,0.66,1.56,8716
3.18,1.88,1.52,0.66,1.56,8722
3.17,1.88,1.52,0.66,1.44,8759
3.18,1.88,1.52,0.66,1.51,8765
3.15,1.88,1.51,0.66,1.55,8786
3.18,1.88,1.51,0.67,1.55,8792
3.18,1.88,1.52,0.66,1.56,8797
3.17,1.88,1.51,0.66,1.56,8803
3.16,1.88,1.51,0.66,1.56,8809
3.18,1.88,1.51,0.66,1.56,8814
3.18,1.88,1.52,0.66,1.56,8820
3.18,1.88,1.52,0.67,1.56,8826
3.18,1.88,1.52,0.66,1.56,8831
3.17,1.88,1.52,0.66,1.56,8837
3.17,1.88,1.52,0.67,1.56,8843
3.18,1.88,1.52,0.66,1.56,8848
3.18,1.88,1.52,0.66,1.56,8854
3.20,1.88,1.52,0.66,1.56,8860
3.18,1.88,1.52,0.66,1.56,8866
3.17,1.88,1.51,0.65,1.56,8887
3.17,1.88,1.52,0.66,1.56,8893
3.17,1.88,1.52,0.66,1.56,8899
3.18,1.88,1.53,0.67,1.56,8904
3.18,1.88,1.53,0.66,1.56,8910
3.17,1.88,1.53,0.66,1.56,8915
3.17,1.88,1.52,0.66,1.56,8921
3.18,1.88,1.52,0.66,1.56,8927
3.19,1.88,1.51,0.66,1.56,8932
3.16,1.88,1.51,0.66,1.56,8938
3.18,1.88,1.52,0.66,1.56,8944
3.17,1.88,1.52,0.66,1.56,8949
3.18,1.88,1.53,0.66,1.56,8955
3.17,1.88,1.52,0.66,1.56,8961
3.18,1.88,1.52,0.66,1.56,8966
3.17,1.88,1.52,0.66,1.55,8988
3.18,1.88,1.51,0.66,1.55,8994
3.19,1.88,1.52,0.66,1.56,9000
3.18,1.88,1.52,0.66,1.56,9006
3.17,1.88,1.52,0.66,1.56,9011
3.16,1.88,1.53,0.66,1.56,9017
3.18,1.88,1.53,0.66,1.56,9023
3.16,1.88,1.52,0.66,1.56,9028
3.17,1.88,1.52,0.66,1.56,9034
3.16,1.88,1.51,0.66,1.56,9040
3.18,1.88,1.51,0.66,1.56,9045
3.16,1.88,1.52,0.67,1.56,9051
3.17,1.88,1.52,0.66,1.56,9057
3.17,1.88,1.53,0.66,1.56,9062
3.17,1.88,1.53,0.66,1.56,9068
3.17,1.88,1.51,0.66,1.55,9094
3.17,1.88,1.52,0.66,1.55,9100
3.19,1.88,1.52,0.67,1.55,9107
3.19,1.88,1.53,0.66,1.56,9113
3.17,1.88,1.52,0.66,1.56,9118
3.17,1.88,1.51,0.66,1.56,9124
3.17,1.88,1.52,0.66,1.56,9129
3.17,1.88,1.53,0.66,1.56,9135
3.17,1.88,1.52,0.66,1.56,9141
3.18,1.88,1.51,0.66,1.56,9146
3.18,1.88,1.52,0.66,1.56,9152
3.17,1.88,1.53,0.66,1.56,9158
3.18,1.88,1.52,0.67,1.56,9163
3.17,1.88,1.51,0.66,1.56,9169
3.17,1.88,1.52,0.66,1.55,9191
3.17,1.88,1.52,0.66,1.56,9197
3.18,1.88,1.52,0.66,1.56,9203
3.18,1.88,1.52,0.66,1.56,9208
3.17,1.88,1.51,0.66,1.56,9214
3.16,1.88,1.52,0.66,1.56,9221
3.19,1.88,1.51,0.66,1.56,9226
3.17,1.88,1.52,0.66,1.55,9232
3.18,1.88,1.53,0.66,1.56,9238
3.16,1.88,1.52,0.66,1.56,9243
3.17,1.88,1.51,0.66,1.56,9249
3.17,1.88,1.52,0.66,1.56,9254
3.17,1.88,1.52,0.66,1.56,9260
3.18,1.88,1.52,0.66,1.56,9266
3.17,1.88,1.52,0.66,1.56,9271
3.18,1.88,1.53,0.66,1.55,9295
3.17,1.88,1.52,0.66,1.55,9301
3.17,1.88,1.51,0.67,1.56,9306
3.17,1.88,1.52,0.66,1.56,9312
3.17,1.88,1.53,0.66,1.56,9317
3.19,1.88,1.52,0.66,1.56,9323
3.18,1.88,1.53,0.66,1.56,9330
3.17,1.88,1.52,0.66,1.56,9336
3.18,1.88,1.52,0.66,1.56,9341
3.18,1.88,1.52,0.66,1.56,9347
3.18,1.88,1.52,0.67,1.56,9352
3.17,1.88,1.51,0.67,1.56,9358
3.17,1.88,1.53,0.66,1.56,9364
3.18,1.88,1.52,0.66,1.56,9369
3.18,1.88,1.52,0.66,1.56,9375
3.16,1.88,1.52,0.66,1.55,9397
3.17,1.88,1.51,0.66,1.55,9403
3.18,1.88,1.52,0.66,1.56,9409
3.17,1.88,1.53,0.66,1.56,9414
3.17,1.88,1.51,0.66,1.56,9420
3.17,1.88,1.52,0.66,1.56,9426
3.17,1.88,1.53,0.66,1.56,9431
3.17,1.88,1.51,0.66,1.56,9437
3.18,1.88,1.52,0.66,1.56,9444
3.16,1.88,1.51,0.66,1.56,9449
3.17,1.88,1.53,0.66,1.56,9455
3.18,1.88,1.52,0.66,1.56,9461
3.17,1.88,1.52,0.66,1.56,9466
3.18,1.88,1.52,0.66,1.56,9472
3.17,1.88,1.52,0.66,1.56,9477
3.19,1.88,1.51,0.66,1.56,9499
3.18,1.88,1.53,0.66,1.56,9505
3.18,1.88,1.52,0.67,1.56,9511
3.17,1.88,1.51,0.66,1.56,9516
3.18,1.88,1.52,0.66,1.56,9522
3.17,1.88,1.52,0.66,1.56,9527
3.18,1.88,1.51,0.66,1.56,9533
3.18,1.88,1.53,0.67,1.56,9539
3.16,1.88,1.52,0.66,1.56,9544
3.18,1.88,1.52,0.66,1.56,9551
3.18,1.88,1.51,0.66,1.56,9557
3.17,1.88,1.53,0.66,1.56,9562
3.17,1.88,1.51,0.66,1.56,9568
3.18,1.88,1.52,0.66,1.56,9574
3.17,1.88,1.52,0.66,1.57,9579
3.18,1.88,1.52,0.66,1.55,9602
3.16,1.88,1.52,0.66,1.56,9607
3.17,1.88,1.52,0.66,1.56,9613
3.17,1.88,1.52,0.66,1.56,9619
3.19,1.88,1.52,0.66,1.56,9624
3.18,1.88,1.53,0.66,1.56,9630
3.17,1.88,1.51,0.66,1.56,9635
3.18,1.88,1.53,0.66,1.55,9641
3.17,1.88,1.52,0.66,1.56,9647
3.17,1.88,1.52,0.66,1.56,9652
3.17,1.88,1.52,0.66,1.56,9658
3.18,1.88,1.52,0.66,1.56,9665
3.16,1.88,1.52,0.66,1.58,9670
3.16,1.88,1.52,0.66,1.58,9676
3.18,1.88,1.52,0.66,1.58,9681
3.17,1.88,1.53,0.66,1.57,9703
3.18,1.88,1.52,0.66,1.58,9709
3.18,1.88,1.52,0.67,1.58,9715
3.19,1.88,1.51,0.66,1.58,9720
3.18,1.88,1.53,0.66,1.59,9726
3.17,1.88,1.51,0.67,1.58,9731
3.18,1.88,1.52,0.66,1.58,9737
3.17,1.88,1.52,0.66,1.58,9743
3.16,1.88,1.52,0.66,1.58,9748
3.20,1.88,1.52,0.67,1.58,9754
3.18,1.88,1.51,0.66,1.58,9759
3.17,1.88,1.53,0.66,1.58,9765
3.17,1.88,1.53,0.66,1.58,9772
3.17,1.88,1.52,0.67,1.58,9777
3.17,1.88,1.52,0.66,1.58,9783
3.16,1.88,1.52,0.67,1.53,9818
3.17,1.88,1.52,0.67,1.55,9824
3.18,1.88,1.52,0.66,1.55,9829
3.16,1.88,1.52,0.67,1.56,9835
3.17,1.88,1.52,0.66,1.56,9842
3.19,1.88,1.53,0.66,1.56,9848
3.17,1.88,1.52,0.66,1.56,9853
3.17,1.88,1.52,0.66,1.56,9859
3.17,1.88,1.52,0.67,1.56,9865
3.18,1.88,1.52,0.66,1.56,9870
3.16,1.88,1.52,0.67,1.56,9876
3.18,1.88,1.52,0.66,1.56,9881
3.18,1.88,1.52,0.66,1.56,9887
3.17,1.88,1.52,0.66,1.55,9909
3.17,1.88,1.53,0.66,1.55,9916
3.16,1.88,1.51,0.67,1.56,9921
3.19,1.88,1.53,0.66,1.56,9927
3.16,1.88,1.51,0.66,1.56,9933
3.16,1.88,1.53,0.66,1.56,9938
3.16,1.88,1.52,0.66,1.56,9944
3.18,1.88,1.53,0.66,1.56,9949
3.16,1.88,1.51,0.66,1.56,9955
3.17,1.88,1.53,0.66,1.56,9960
3.17,1.88,1.51,0.66,1.56,9966
3.17,1.88,1.53,0.66,1.56,9972
3.18,1.88,1.51,0.67,1.56,9977
3.16,1.88,1.52,0.67,1.56,9983
3.17,1.88,1.52,0.66,1.56,9988
3.18,1.88,1.52,0.67,1.55,10011
3.17,1.88,1.53,0.66,1.55,10017
3.16,1.88,1.53,0.66,1.56,10023
3.18,1.88,1.51,0.66,1.56,10029
3.16,1.88,1.51,0.66,1.56,10035
3.18,1.88,1.52,0.66,1.56,10040
3.17,1.88,1.52,0.66,1.57,10046
3.17,1.88,1.52,0.67,1.56,10051
3.17,1.88,1.53,0.66,1.57,10057
3.19,1.88,1.51,0.66,1.56,10062
3.18,1.88,1.52,0.66,1.56,10068
3.17,1.88,1.53,0.66,1.56,10074
3.17,1.88,1.51,0.66,1.56,10079
3.18,1.88,1.52,0.66,1.56,10085
3.17,1.88,1.52,0.66,1.56,10090
3.17,1.88,1.52,0.66,1.56,10112
3.16,1.88,1.52,0.66,1.55,10118
3.17,1.88,1.52,0.66,1.56,10123
3.19,1.88,1.53,0.66,1.56,10130
3.18,1.88,1.52,0.66,1.56,10136
3.17,1.88,1.52,0.66,1.56,10141
3.17,1.88,1.52,0.66,1.56,10147
3.17,1.88,1.51,0.66,1.56,10153
3.18,1.88,1.53,0.66,1.56,10158
3.16,1.88,1.52,0.66,1.56,10164
3.16,1.88,1.52,0.67,1.56,10169
3.17,1.88,1.53,0.66,1.56,10175
3.18,1.88,1.51,0.66,1.56,10180
3.19,1.88,1.53,0.66,1.56,10186
3.17,1.88,1.52,0.66,1.56,10192
3.16,1.88,1.51,0.66,1.55,10214
3.16,1.88,1.52,0.66,1.55,10220
3.16,1.88,1.53,0.67,1.56,10225
3.16,1.88,1.51,0.66,1.56,10231
3.18,1.88,1.52,0.66,1.55,10238
3.17,1.88,1.51,0.66,1.56,10243
3.18,1.88,1.52,0.66,1.56,10249
3.18,1.88,1.52,0.66,1.56,10254
3.17,1.88,1.52,0.66,1.56,10260
3.18,1.88,1.51,0.66,1.56,10266
3.18,1.88,1.52,0.66,1.56,10271
3.16,1.88,1.53,0.66,1.56,10277
3.20,1.88,1.52,0.66,1.56,10282
3.17,1.88,1.51,0.66,1.56,10288
3.19,1.88,1.52,0.66,1.56,10293
3.17,1.88,1.53,0.66,1.55,10315
3.18,1.88,1.52,0.66,1.55,10321
3.17,1.88,1.53,0.67,1.47,10348
3.18,1.88,1.53,0.66,1.52,10353
3.17,1.88,1.52,0.67,1.55,10359
3.17,1.88,1.53,0.66,1.55,10365
3.16,1.88,1.52,0.66,1.56,10371
3.17,1.88,1.51,0.66,1.56,10376
3.16,1.88,1.52,0.66,1.56,10382
3.18,1.88,1.52,0.66,1.57,10387
3.17,1.88,1.52,0.66,1.56,10394
3.17,1.88,1.52,0.67,1.55,10417
3.18,1.88,1.52,0.66,1.55,10422
3.17,1.88,1.51,0.67,1.56,10428
3.16,1.88,1.52,0.67,1.56,10433
3.17,1.88,1.53,0.66,1.56,10439
3.18,1.88,1.52,0.66,1.56,10444
3.17,1.88,1.51,0.66,1.56,10450
3.17,1.88,1.52,0.66,1.56,10455
3.19,1.88,1.53,0.66,1.56,10461
3.17,1.88,1.52,0.67,1.56,10466
3.16,1.88,1.52,0.66,1.52,10491
3.17,1.88,1.51,0.66,1.52,10497
3.18,1.88,1.52,0.66,1.55,10519
3.18,1.88,1.53,0.66,1.56,10526
3.19,1.88,1.51,0.66,1.55,10533
3.17,1.88,1.52,0.66,1.56,10540
3.17,1.88,1.52,0.67,1.56,10547
3.17,1.88,1.51,0.66,1.56,10553
3.17,1.88,1.52,0.66,1.55,10560
3.18,1.88,1.52,0.66,1.55,10567
3.16,1.88,1.52,0.66,1.56,10574
3.17,1.88,1.51,0.66,1.56,10581
3.17,1.88,1.52,0.66,1.56,10587
3.16,1.88,1.52,0.67,1.55,10594
3.17,1.88,1.51,0.66,1.55,10601
3.17,1.88,1.53,0.66,1.56,10624
3.19,1.88,1.52,0.66,1.55,10632
3.16,1.88,1.52,0.67,1.55,10639
3.18,1.88,1.51,0.67,1.56,10645
3.17,1.88,1.53,0.66,1.55,10652
3.18,1.88,1.52,0.66,1.56,10659
3.17,1.88,1.52,0.66,1.56,10666
3.17,1.88,1.53,0.66,1.56,10673
3.18,1.88,1.52,0.66,1.55,10679
3.17,1.88,1.52,0.66,1.56,10686
3.18,1.88,1.52,0.66,1.56,10693
3.17,1.88,1.51,0.66,1.56,10700
3.18,1.88,1.53,0.66,1.55,10707
3.16,1.88,1.52,0.66,1.56,10745
3.17,1.88,1.51,0.66,1.50,10751
3.17,1.88,1.53,0.66,1.53,10758
3.17,1.88,1.52,0.66,1.55,10765
3.17,1.88,1.52,0.66,1.55,10773
3.17,1.87,1.51,0.66,1.55,10780
3.16,1.88,1.52,0.66,1.55,10787
3.18,1.88,1.53,0.66,1.55,10793
3.18,1.88,1.52,0.66,1.55,10800
3.17,1.88,1.51,0.66,1.55,10807
3.19,1.88,1.52,0.66,1.55,10830
3.17,1.88,1.53,0.66,1.55,10836
3.16,1.88,1.51,0.66,1.55,10843
3.17,1.88,1.52,0.66,1.55,10850
3.18,1.88,1.53,0.66,1.55,10857
3.17,1.88,1.52,0.66,1.56,10864
3.17,1.88,1.52,0.66,1.56,10870
3.18,1.88,1.52,0.66,1.56,10877
3.16,1.88,1.52,0.66,1.56,10884
3.18,1.88,1.53,0.66,1.56,10891
3.18,1.88,1.52,0.66,1.55,10899
3.17,1.88,1.53,0.66,1.56,10906
3.19,1.88,1.52,0.66,1.56,10912
3.19,1.88,1.51,0.66,1.55,10934
3.17,1.88,1.52,0.66,1.55,10941
3.18,1.88,1.53,0.66,1.55,10948
3.17,1.88,1.52,0.66,1.56,10955
3.16,1.88,1.51,0.66,1.55,10962
3.18,1.88,1.52,0.66,1.55,10968
3.18,1.88,1.53,0.67,1.55,10975
3.16,1.88,1.52,0.66,1.55,10982
3.18,1.88,1.52,0.67,1.55,10990
3.18,1.88,1.52,0.66,1.55,10996
3.16,1.88,1.53,0.66,1.55,11003
3.18,1.88,1.52,0.66,1.56,11010
3.17,1.88,1.52,0.66,1.56,11017
3.17,1.88,1.52,0.66,1.55,11042
3.17,1.88,1.53,0.66,1.55,11049
3.17,1.88,1.52,0.66,1.55,11056
3.16,1.88,1.53,0.67,1.50,11076
3.17,1.88,1.53,0.66,1.53,11083
3.18,1.88,1.53,0.66,1.55,11090
3.18,1.88,1.52,0.66,1.55,11097
3.17,1.88,1.51,0.67,1.56,11103
3.18,1.88,1.51,0.66,1.56,11110
3.18,1.88,1.52,0.66,1.56,11117
3.18,1.88,1.52,0.66,1.56,11139
3.18,1.88,1.52,0.66,1.56,11146
3.19,1.88,1.53,0.66,1.56,11152
3.18,1.88,1.52,0.66,1.56,11159
3.17,1.88,1.52,0.66,1.56,11166
3.16,1.88,1.51,0.66,1.56,11173
3.17,1.88,1.53,0.66,1.55,11181
