2.99,3.30,0.04,0.00,1.45,34326
2.99,3.30,0.04,0.00,1.45,34330
3.00,3.30,0.04,0.00,1.45,34334
3.00,3.30,0.04,0.00,1.45,34338
3.00,3.30,0.04,0.00,1.45,34342
3.00,3.30,0.04,0.04,1.45,34346
3.00,3.30,0.04,0.00,1.45,34350
3.00,3.30,0.04,0.00,1.45,34354
2.99,3.30,0.04,0.02,1.45,34358
3.00,3.30,0.04,0.00,1.45,34364
2.99,3.30,0.04,0.00,1.45,34368
3.00,3.30,0.04,0.00,1.45,34387
3.00,3.30,0.04,0.00,1.45,34391
3.00,3.30,0.04,0.00,1.45,34395
3.00,3.30,0.04,0.00,1.45,34399
