0.04,0.01,0.00,0.00,1.46,32961
0.14,0.01,0.00,0.00,1.45,32968
0.16,0.01,0.00,0.00,1.44,32973
0.17,0.02,0.00,0.00,1.44,32977
0.18,0.01,0.00,0.00,1.44,32981
0.18,0.01,0.00,0.00,1.44,32985
0.19,0.01,0.00,0.00,1.44,32989
0.20,0.01,0.00,0.00,1.44,32993
0.24,0.06,0.00,0.00,1.44,32997
0.30,0.11,0.00,0.00,1.44,33001
0.32,0.17,0.00,0.00,1.45,33005
0.44,0.30,0.00,0.00,1.45,33009
0.63,0.52,0.00,0.00,1.45,33013
0.79,0.71,0.01,0.00,1.45,33017
0.91,0.86,0.01,0.00,1.45,33021
1.00,0.98,0.01,0.00,1.45,33025
1.07,1.07,0.01,0.00,1.45,33028
1.11,1.14,0.02,0.00,1.45,33032
1.15,1.20,0.02,0.00,1.45,33036
1.20,1.25,0.02,0.00,1.45,33040
1.21,1.27,0.02,0.00,1.45,33044
1.20,1.27,0.02,0.00,1.45,33048
1.20,1.27,0.01,0.00,1.45,33053
1.06,1.13,0.01,0.00,1.44,33073
1.05,1.11,0.01,0.00,1.44,33077
1.05,1.11,0.01,0.00,1.44,33081
1.07,1.13,0.01,0.00,1.44,33085
1.10,1.16,0.01,0.00,1.44,33089
1.13,1.19,0.01,0.00,1.44,33095
1.15,1.21,0.01,0.00,1.44,33099
1.17,1.24,0.01,0.00,1.44,33103
1.19,1.27,0.01,0.00,1.44,33107
1.21,1.28,0.01,0.00,1.44,33111
1.22,1.29,0.01,0.00,1.44,33115
1.22,1.30,0.01,0.00,1.44,33119
1.22,1.30,0.01,0.00,1.45,33123
1.21,1.29,0.01,0.00,1.45,33127
1.21,1.29,0.01,0.00,1.45,33131
1.22,1.30,0.01,0.00,1.45,33136
1.21,1.29,0.01,0.00,1.45,33140
1.20,1.28,0.01,0.00,1.45,33144
1.20,1.28,0.01,0.00,1.45,33148
1.18,1.26,0.01,0.00,1.45,33152
1.14,1.22,0.01,0.00,1.45,33170
1.14,1.22,0.01,0.00,1.45,33174
1.14,1.22,0.01,0.00,1.45,33179
1.14,1.21,0.01,0.00,1.45,33183
1.14,1.21,0.01,0.00,1.45,33187
1.14,1.22,0.01,0.00,1.45,33190
1.14,1.22,0.01,0.00,1.45,33194
1.15,1.22,0.01,0.00,1.45,33199
1.15,1.23,0.01,0.00,1.45,33203
1.16,1.23,0.01,0.00,1.45,33207
1.16,1.23,0.01,0.00,1.45,33211
1.15,1.23,0.01,0.00,1.45,33215
1.15,1.23,0.01,0.00,1.44,33221
1.16,1.24,0.01,0.00,1.45,33225
1.17,1.25,0.01,0.00,1.45,33229
1.18,1.26,0.01,0.00,1.45,33233
1.18,1.26,0.01,0.00,1.45,33237
1.20,1.28,0.01,0.00,1.45,33241
1.21,1.30,0.01,0.00,1.45,33245
1.21,1.29,0.01,0.00,1.45,33250
1.22,1.31,0.01,0.00,1.45,33254
1.23,1.33,0.01,0.00,1.46,33271
1.24,1.33,0.01,0.00,1.45,33275
1.25,1.34,0.01,0.00,1.45,33279
1.25,1.35,0.01,0.00,1.45,33283
1.25,1.34,0.01,0.00,1.45,33288
1.27,1.36,0.01,0.00,1.45,33292
1.29,1.38,0.01,0.00,1.45,33296
1.29,1.38,0.01,0.00,1.45,33300
1.30,1.40,0.01,0.00,1.45,33304
1.34,1.43,0.01,0.00,1.45,33308
1.37,1.46,0.01,0.00,1.45,33312
1.39,1.49,0.01,0.00,1.45,33316
1.43,1.53,0.01,0.00,1.45,33321
1.46,1.57,0.01,0.00,1.45,33325
1.50,1.61,0.01,0.00,1.45,33329
1.52,1.64,0.02,0.00,1.45,33333
1.56,1.67,0.01,0.00,1.45,33336
1.60,1.73,0.01,0.00,1.45,33341
1.67,1.80,0.02,0.00,1.45,33346
1.73,1.85,0.01,0.00,1.45,33350
1.79,1.92,0.02,0.00,1.45,33355
2.17,2.35,0.02,0.00,1.47,33373
2.28,2.47,0.02,0.00,1.46,33377
2.40,2.60,0.03,0.00,1.45,33381
2.51,2.73,0.03,0.00,1.45,33385
2.61,2.84,0.03,0.00,1.45,33389
2.72,2.96,0.03,0.00,1.45,33394
3.12,3.30,0.04,0.00,1.47,33398
3.10,3.30,0.04,0.00,1.45,33402
3.08,3.30,0.04,0.00,1.45,33406
3.07,3.30,0.04,0.00,1.45,33410
3.07,3.30,0.04,0.00,1.45,33414
3.06,3.30,0.04,0.00,1.45,33418
3.06,3.30,0.04,0.00,1.45,33422
3.06,3.30,0.04,0.00,1.45,33426
3.05,3.30,0.04,0.00,1.45,33430
3.05,3.30,0.04,0.00,1.45,33434
3.05,3.30,0.04,0.00,1.45,33438
3.05,3.30,0.04,0.00,1.45,33443
3.05,3.30,0.04,0.00,1.45,33447
3.05,3.30,0.04,0.00,1.45,33451
3.05,3.30,0.04,0.00,1.45,33455
3.04,3.30,0.04,0.00,1.45,33473
3.04,3.30,0.04,0.00,1.45,33477
3.03,3.30,0.04,0.00,1.44,33483
3.03,3.30,0.04,0.00,1.44,33487
3.03,3.30,0.04,0.00,1.45,33491
3.03,3.30,0.04,0.01,1.45,33495
3.03,3.30,0.04,0.00,1.45,33499
3.03,3.30,0.04,0.00,1.45,33503
3.03,3.30,0.04,0.00,1.45,33507
3.03,3.30,0.04,0.00,1.45,33511
3.03,3.30,0.04,0.00,1.45,33514
3.03,3.30,0.04,0.00,1.45,33518
3.03,3.30,0.04,0.00,1.45,33522
3.03,3.30,0.04,0.00,1.45,33526
3.02,3.30,0.04,0.00,1.45,33530
3.02,3.30,0.04,0.01,1.45,33534
3.02,3.30,0.04,0.00,1.45,33538
3.02,3.30,0.04,0.00,1.45,33542
3.02,3.30,0.04,0.00,1.45,33546
3.02,3.30,0.04,0.00,1.45,33550
3.02,3.30,0.04,0.00,1.45,33554
3.02,3.30,0.04,0.00,1.45,33572
3.02,3.30,0.04,0.00,1.45,33576
3.02,3.30,0.04,0.00,1.45,33580
3.02,3.30,0.04,0.00,1.45,33584
3.02,3.30,0.04,0.00,1.44,33588
3.02,3.30,0.04,0.00,1.45,33591
3.02,3.30,0.04,0.00,1.45,33595
3.01,3.30,0.04,0.00,1.45,33599
3.02,3.30,0.04,0.00,1.45,33605
3.02,3.30,0.04,0.04,1.45,33609
3.02,3.30,0.04,0.00,1.45,33613
3.02,3.30,0.04,0.00,1.45,33617
3.01,3.30,0.04,0.00,1.45,33621
3.01,3.30,0.04,0.00,1.45,33625
3.01,3.30,0.05,0.00,1.45,33629
3.01,3.30,0.04,0.00,1.45,33633
3.01,3.30,0.04,0.00,1.45,33637
3.01,3.30,0.04,0.00,1.45,33640
3.01,3.30,0.04,0.00,1.45,33644
3.01,3.30,0.04,0.00,1.45,33648
3.01,3.30,0.04,0.00,1.45,33652
3.01,3.30,0.04,0.00,1.45,33656
3.01,3.30,0.04,0.00,1.45,33674
3.01,3.30,0.04,0.00,1.45,33678
3.01,3.30,0.04,0.00,1.45,33683
3.01,3.30,0.04,0.04,1.45,33687
3.01,3.30,0.04,0.00,1.45,33691
3.01,3.30,0.04,0.00,1.45,33695
3.01,3.30,0.04,0.00,1.45,33699
3.01,3.30,0.04,0.00,1.45,33703
3.01,3.30,0.04,0.00,1.45,33707
3.01,3.30,0.04,0.00,1.45,33711
3.01,3.30,0.04,0.03,1.45,33716
3.01,3.30,0.04,0.00,1.45,33719
3.01,3.30,0.04,0.03,1.45,33723
3.01,3.30,0.04,0.00,1.45,33729
3.01,3.30,0.04,0.00,1.45,33733
3.01,3.30,0.04,0.00,1.45,33737
3.00,3.30,0.04,0.00,1.45,33741
3.00,3.30,0.04,0.00,1.45,33746
3.00,3.30,0.05,0.03,1.45,33750
3.00,3.30,0.04,0.00,1.45,33754
3.00,3.30,0.04,0.00,1.45,33758
3.01,3.30,0.04,0.00,1.45,33776
3.01,3.30,0.04,0.00,1.45,33780
3.00,3.30,0.04,0.00,1.45,33785
3.01,3.30,0.04,0.00,1.45,33789
3.00,3.30,0.04,0.00,1.45,33793
3.00,3.30,0.04,0.00,1.45,33797
3.00,3.30,0.04,0.00,1.45,33801
3.00,3.30,0.04,0.00,1.45,33805
3.00,3.30,0.04,0.00,1.45,33809
3.00,3.30,0.04,0.00,1.45,33813
3.00,3.30,0.04,0.00,1.45,33817
3.00,3.30,0.04,0.00,1.45,33821
3.00,3.30,0.04,0.00,1.45,33825
3.00,3.30,0.04,0.00,1.45,33829
3.00,3.30,0.04,0.00,1.45,33834
3.00,3.30,0.04,0.00,1.45,33838
3.00,3.30,0.04,0.00,1.45,33842
3.00,3.30,0.04,0.00,1.45,33846
3.00,3.30,0.04,0.00,1.45,33850
3.00,3.30,0.04,0.00,1.45,33856
3.00,3.30,0.04,0.00,1.45,33860
3.00,3.30,0.04,0.00,1.45,33878
3.00,3.30,0.04,0.00,1.45,33881
3.00,3.30,0.04,0.01,1.45,33886
3.00,3.30,0.04,0.00,1.45,33890
3.00,3.30,0.04,0.00,1.45,33894
2.99,3.30,0.04,0.04,1.45,33898
3.00,3.30,0.04,0.00,1.45,33902
3.00,3.30,0.04,0.00,1.45,33906
3.00,3.30,0.04,0.00,1.45,33910
3.00,3.30,0.04,0.00,1.45,33914
3.00,3.30,0.04,0.00,1.45,33918
3.00,3.30,0.04,0.00,1.45,33923
3.00,3.30,0.04,0.00,1.45,33927
3.00,3.30,0.04,0.00,1.45,33931
3.00,3.30,0.04,0.00,1.45,33935
3.00,3.30,0.04,0.00,1.45,33939
3.00,3.30,0.04,0.00,1.45,33943
3.00,3.30,0.04,0.00,1.45,33947
3.00,3.30,0.04,0.00,1.45,33951
3.00,3.30,0.04,0.00,1.45,33955
3.00,3.30,0.04,0.01,1.45,33959
3.00,3.30,0.04,0.00,1.45,33978
3.00,3.30,0.04,0.00,1.45,33982
3.00,3.30,0.04,0.00,1.45,33986
3.00,3.30,0.04,0.00,1.44,33992
3.00,3.30,0.04,0.00,1.44,33996
3.00,3.30,0.04,0.00,1.44,34000
3.00,3.30,0.04,0.01,1.44,34004
3.00,3.30,0.04,0.03,1.45,34008
3.00,3.30,0.04,0.00,1.45,34012
3.00,3.30,0.04,0.00,1.45,34016
3.00,3.30,0.04,0.00,1.45,34020
3.00,3.30,0.04,0.00,1.45,34025
3.00,3.30,0.04,0.00,1.44,34028
3.00,3.30,0.04,0.00,1.45,34032
3.00,3.30,0.04,0.03,1.45,34036
3.00,3.30,0.04,0.00,1.45,34040
3.00,3.30,0.04,0.00,1.45,34045
3.00,3.30,0.04,0.00,1.45,34049
3.00,3.30,0.04,0.01,1.45,34053
3.00,3.30,0.04,0.00,1.45,34057
3.00,3.30,0.04,0.00,1.45,34061
3.00,3.30,0.04,0.00,1.45,34079
3.00,3.30,0.04,0.00,1.45,34083
3.00,3.30,0.04,0.00,1.45,34087
3.00,3.30,0.04,0.00,1.45,34091
3.00,3.30,0.04,0.00,1.45,34096
3.00,3.30,0.04,0.00,1.45,34100
3.00,3.30,0.04,0.00,1.45,34104
3.00,3.30,0.04,0.00,1.44,34107
3.00,3.30,0.05,0.00,1.45,34111
3.00,3.30,0.04,0.00,1.45,34117
3.00,3.30,0.04,0.00,1.45,34121
3.00,3.30,0.04,0.00,1.45,34125
3.00,3.30,0.04,0.00,1.45,34129
3.00,3.30,0.04,0.00,1.45,34133
2.99,3.30,0.04,0.01,1.45,34137
3.00,3.30,0.04,0.00,1.45,34141
3.00,3.30,0.04,0.00,1.45,34145
3.00,3.30,0.04,0.00,1.45,34149
2.99,3.30,0.04,0.00,1.45,34152
3.00,3.30,0.04,0.01,1.45,34156
2.99,3.30,0.04,0.00,1.45,34160
3.00,3.30,0.04,0.00,1.45,34164
3.00,3.30,0.04,0.00,1.45,34183
3.00,3.30,0.04,0.00,1.45,34186
3.00,3.30,0.04,0.00,1.45,34190
3.00,3.30,0.04,0.00,1.45,34194
3.00,3.30,0.04,0.00,1.45,34198
3.00,3.30,0.05,0.00,1.45,34202
3.00,3.30,0.04,0.00,1.45,34206
3.00,3.30,0.04,0.00,1.45,34210
3.00,3.30,0.04,0.00,1.45,34214
3.00,3.30,0.04,0.00,1.45,34218
2.99,3.30,0.04,0.00,1.45,34222
3.00,3.30,0.05,0.00,1.45,34226
2.99,3.30,0.04,0.01,1.45,34230
3.00,3.30,0.04,0.00,1.45,34234
3.00,3.30,0.04,0.00,1.45,34239
3.00,3.30,0.04,0.00,1.45,34243
2.99,3.30,0.04,0.00,1.45,34247
2.99,3.30,0.04,0.00,1.45,34250
2.99,3.30,0.04,0.04,1.45,34255
2.99,3.30,0.04,0.00,1.45,34259
2.99,3.30,0.04,0.00,1.45,34263
3.00,3.30,0.04,0.00,1.45,34267
3.00,3.30,0.04,0.00,1.45,34285
3.00,3.30,0.04,0.00,1.45,34289
3.00,3.30,0.04,0.00,1.45,34293
3.00,3.30,0.04,0.00,1.45,34297
3.00,3.30,0.04,0.00,1.45,34301
3.00,3.30,0.04,0.00,1.45,34305
3.00,3.30,0.04,0.00,1.45,34310
3.00,3.30,0.04,0.00,1.45,34314
3.00,3.30,0.04,0.00,1.45,34318
3.00,3.30,0.04,0.00,1.45,34322
